"","D1","D2","D3","D4","D5","D6","D7","D8","D9","D10","D11","D12","D13","D14"
"1",-0.268962793989439,-0.0992817387432307,1.07052351885462,0.687494138424988,-0.885556803629914,-0.916581319582175,1.20152857307584,-0.469967505877674,0.519748883227715,-0.206490663647107,0.0892196895638005,-0.31494616605036,-0.36763619714738,-0.646587079712383
"2",-0.343584571352796,1.34746711691669,-2.23511814133544,0.101437402149507,0.616626570711271,0.83396914218608,-0.462377728302893,-2.57503455654625,1.21839561833788,1.14453119139907,1.0110806866693,1.38108491038382,-0.0718255192543391,-0.105553653275599
"3",-0.637131050713305,-0.340183900169325,-0.826058861142865,-1.37242703970167,0.691729755923373,-0.532480175647224,0.389812647476704,0.475388045945927,-0.132241808487432,0.0768762936544272,-0.319956506008867,1.53883575821198,-1.53375693680588,-1.09059823182962
"4",2.35785881285888,-2.75126093706835,-1.59216569850641,0.88591384282453,0.977936879743991,-1.68482674482245,0.037539220696987,-0.15148641757227,-1.39488295943816,-0.5434414114379,-0.779626478093797,1.11960319957179,1.75617529789692,1.97253331128045
"5",0.381966188783389,1.22025309727459,1.10783116017852,-0.143465152906134,-1.25320713186759,1.17502847350112,0.775750801124711,-0.0287713415191563,-0.497308928066965,-0.664996548975195,-0.0110273781514155,0.676427638809781,0.877886281065818,0.516443937998108
"6",2.63698505936927,-0.393789602813517,-0.172005114506581,0.765347457840228,1.65921714787419,0.1535359979697,0.923050496533852,1.47657634333984,-1.19738237843274,0.00965269498633815,1.43489831276246,-0.904986029561283,1.00375756667021,-0.153990017803671
"7",1.24371280998846,-0.300733629941964,-0.143057741662521,0.212761047179206,0.255791046672983,-0.783335032884674,-2.38764439741754,0.903769329203658,-0.481916942097512,-1.02015467636056,2.59150937401318,3.27331725272276,-0.194513122133175,-0.0615781726105973
"8",-0.267636363943542,-0.372962787607935,1.02493778852716,-0.896509753349342,2.08894171360592,1.27247693695942,0.15586492098148,-0.799488084842928,2.24623140861411,-1.29558131695763,0.56982582815171,1.01289685267091,0.207681098021977,-1.3972014722195
"9",-0.587566254984021,-0.130649695844182,0.0531118592762985,-0.318432439233269,0.606407601034117,0.448372301062342,1.0893589617331,-0.164512827296105,-0.608998252801981,-0.857990636527727,0.338165805204026,-0.840723764782448,-0.998690070679347,0.905616131720823
"10",-1.35949068868574,-0.116070845606064,1.93885751948713,0.849123213870241,-0.278094977303907,-0.696822152957426,0.226318205018517,-0.182978073707583,0.573217582562194,-0.815145086204626,-0.607088041243079,-1.50156106542292,-0.411205754642435,-0.667909478498344
"11",1.27651198717748,-0.127595129277428,-0.45158742714447,0.545999000654902,-0.905083757024631,0.228680994587454,-0.0702811275283017,-0.805484311375769,-0.212979719188157,1.2983780375075,-1.61021535835165,-0.417825300854442,-0.39860519386345,-0.692887552397262
"12",-0.230566463563936,-0.495437943103339,-1.24620306830323,-1.42166920232855,-0.320093027389933,1.6474723875757,-2.01004935881863,-1.27697342930076,-0.498534259751584,0.352313268296455,-0.35306536099392,2.44850161544358,-0.848228872907214,-0.49644365623336
"13",0.499019407186139,-4.09114371560495,-0.549609835883299,2.01684072343882,0.309101881335566,-1.66258956173349,-0.107778296160994,-0.341804870820612,-1.55046493960595,-0.565795542368706,0.246821985359074,-0.0346166236063911,-0.534187110658818,1.53514350136608
"14",0.680462963450719,0.79889079379934,2.29904126434199,0.131108714948554,0.148643859274843,0.738037803385317,0.170782974966157,-0.16430842001429,-0.656779683292309,-1.53719729964776,-0.066279737076334,-0.109723105384925,-0.662894412066339,0.268163457129559
"15",-0.230808593040194,-0.275373096173594,-0.510800896006086,0.659113044009416,-1.44629901285832,1.31862818781679,-0.763829455966766,-0.0479462341881518,-0.71567747174947,0.590979432983037,-1.52183064635444,-0.935198841773552,1.11322238536483,-0.781482677418431
"16",0.499019407186139,-4.09114371560495,-0.549609835883299,2.01684072343882,0.309101881335566,-1.66258956173349,-0.107778296160994,-0.341804870820612,-1.55046493960595,-0.565795542368706,0.246821985359074,-0.0346166236063911,-0.534187110658818,1.53514350136608
"17",0.503185113673541,1.05098536471185,2.11024419521995,0.31507126231095,0.0947014153401419,0.5112495276242,-0.332993079339168,-0.576655553614923,-0.673356591288029,-1.23668897167232,0.199117077832253,-0.176165618225766,-0.647287388544471,0.706400603394466
"18",0.836513428351139,-2.20835437690547,-1.26402704322732,1.34954456933842,-0.0184133528202182,1.95596522756016,-1.36804580460745,2.17593891382382,1.1261880694176,1.32110872030784,-0.286031543927905,1.8400494135933,1.60978436097514,-1.20958838023504
"19",-0.0760821549165355,-0.206198769612496,-0.975713207371631,-0.443595872820422,0.851474036848324,-2.27279162998249,0.964672432774081,0.153936075484356,-0.322993426109518,-1.31535742452024,-0.49594146475348,-0.683413879912826,-0.462831448750875,0.84834361695704
"20",0.438014327190515,0.140597501777535,1.18822985507947,-0.169614378347116,-0.232766442499901,-0.689874183146021,-1.09222230025889,0.0330633636926825,1.5994996650916,0.437518044577226,0.542068005823603,-1.80941073289367,0.495477885984589,-0.170463281392739
"21",-0.0138727135937756,0.0669007105790298,-1.69037631634044,-0.566435713415855,-0.951279316623791,1.01610286395745,-1.67126155181256,-1.21334182863641,-1.09401231856473,1.38254024648442,0.179965828422678,1.53462647215312,0.716617768674705,1.14849846438284
"22",-2.18229075866672,-0.0233780220068819,-0.821594862835266,1.42572881238425,-0.844376995378778,0.765059000855568,-0.220582293949984,1.12225613657978,0.903046330260572,0.370204111388449,-0.950808679322019,-0.794338606207282,0.849639707383011,-0.310935273540228
"23",-1.64434284798787,0.456544546859987,-0.239222235445856,0.452549543072042,1.1222243718897,-0.152640019653548,-0.00393324700756684,0.107983107969044,-0.76466697356121,-0.705644482739682,-0.273177056142073,-0.81669730777271,0.0511703667700912,0.159473447237224
"24",-0.623117567436152,0.794879687828619,-0.571563177535455,0.889184340313866,1.5365010863404,0.392645097649498,-0.274747939468258,0.743226640341276,1.07707250973568,-0.565713843529428,-1.47544415013943,-0.786031825002632,1.39033992670281,0.339221151969433
"25",0.700078915355825,1.23216857418415,1.09292469977993,-0.294990591613073,0.617849984482864,-0.96316310607251,-0.285109394798324,-0.521543507699307,-0.185695924589704,-0.490271146388178,0.0604835970152342,0.00944822396740815,0.326960760410873,-1.04719814080457
"26",-2.77510008449987,-1.22986449035796,-0.894834810396368,-0.22219461922483,0.0999199140562223,0.612036455943245,-0.0824882884960896,2.19277255208706,0.616196663463975,-2.48494669647128,-1.04457650041442,0.952186134598587,0.130459241634195,0.375123585353077
"27",-0.519514811992764,-1.22005260375146,-1.28442139047453,-0.435865416791935,-1.31029244424408,0.538364976838885,0.802265124320497,0.928666750249554,0.311549451605097,0.195058339434264,0.432946317265517,1.35573135145916,-1.26577945854561,-1.71751127505337
"28",1.09195909396056,0.325029647053816,2.17378635647666,0.869265285132639,0.641885059429791,0.767681973902281,-0.0314417873020145,0.116909877221536,0.277690442216282,0.672878298160077,-1.22821533424013,0.644660499009923,0.51161616033858,0.968474889866801
"29",0.809478786129882,-0.680684642666229,0.0326169683293839,0.450022973392513,-0.0972903708528626,0.296152674401907,-0.873489651224276,-0.163682466107268,0.650561547534471,1.11975071771494,-1.57808091135594,-1.32716431458458,-0.347748002707426,-0.142056402452309
"30",-2.07176353375885,-0.576299169151616,-0.909148880998411,0.0330010808615786,-1.18365493620477,0.386259136876169,0.234063163077479,0.721073067828538,0.59107269692194,-0.376322723900239,1.23990909681063,-1.8818366820238,-0.125126360647748,0.489047930457454
"31",1.15520550419287,1.07338518804412,-2.13845958487407,0.359123815195019,1.97337495022093,-0.874489911625419,1.16658385244896,-1.33779702012734,1.53658626076995,0.160367763861559,0.543411063854423,0.665001716705055,0.493613312887293,-0.305050943322364
"32",0.0023509225842963,0.106825300033384,0.506283671919234,0.413927318661669,-2.03779975481997,-0.043003377056934,-0.999432394017562,-0.112092425806187,0.0934462100881664,1.19385673874534,-1.48307421578333,0.331683475778938,1.93814477679403,-0.760214157317339
"33",-1.13540041799125,-0.523705727497736,0.220508015054529,-0.650122187217211,-0.655331157142808,2.85549772040646,1.25242571650982,-0.494540444105671,-1.31360328372891,0.439835169512263,0.151550647317319,-0.0912973130988281,-0.132574844548487,0.955730630308992
"34",0.745848195871117,1.4489955693057,-0.909684432156203,-0.162333184171158,-1.5416119671087,1.8315994033137,1.2016584659138,0.556454255970937,-0.620422092691239,0.199004328714975,-0.733059088588298,0.736607996352461,0.545636591895785,0.585716834726873
